customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2408-TZMJL,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.1500015258789,6448,Yes
8480-PPONV,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55000305175781,7159,No
8780-IHCRN,Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),24.649999618530273,1574,No
4598-ZADCK,Female,0,No,No,53,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.599998474121094,2879,No
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,19.450000762939453,86,No
9681-KYGYB,Male,1,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.19999694824219,4159,No
7182-OVLBJ,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.1500015258789,6638,No
5095-ETBRJ,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.79999923706055,3112,No
7005-CYUIL,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4000015258789,7168,No
4821-WQOYN,Female,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),20.100000381469727,1326,No
4730-AWNAU,Male,0,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.70000076293945,2234,No
3452-FLHYD,Male,0,Yes,No,25,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),20.950000762939453,495,No
2388-LAESQ,Female,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.8499984741211,8317,No
9531-NSBMR,Female,0,No,No,36,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),19.25,679,No
6260-ONULR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.79999923706055,62,No
4389-UEFCZ,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544,No
8711-LOBKY,Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,19.850000381469727,1188,No
9134-CEQMF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676,Yes
8985-OOPOS,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.0999984741211,74,No
8800-ZKRFW,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242,No
2616-FLVQC,Male,0,No,No,64,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,19.549999237060547,1240,No
9968-FFVVH,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.80000305175781,4111,No
3108-PCCGG,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.44999694824219,5899,No
7993-PYKOF,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632,Yes
8390-FESFV,Female,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193,No
3022-BEXHZ,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.19999694824219,7530,No
5027-XWQHA,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270,Yes
6248-TKCQV,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.5999984741211,5460,No
6729-GDNGC,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.69999694824219,1614,No
6198-ZFIOJ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.5999984741211,402,No
5989-OMNJE,Female,0,Yes,Yes,24,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.599998474121094,1367,No
4566-QVRRW,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.04999923706055,483,Yes
1291-CUOCY,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5999984741211,7962,No
9795-SHUHB,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.20000076293945,3810,No
3230-IUALN,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533,No
0042-RLHYP,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),19.700000762939453,1396,No
8519-IMDHU,Male,1,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.5999984741211,1345,Yes
4945-RVMTE,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.54999923706055,1646,No
0201-OAMXR,Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55000305175781,8127,Yes
1866-NXPSP,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55000305175781,2680,No
3372-KWFBM,Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5999984741211,1281,Yes
7831-QGOXH,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.19999694824219,1553,Yes
6393-WRYZE,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.6500015258789,3207,Yes
3941-XTSKM,Male,0,Yes,Yes,42,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.099998474121094,2049,No
1661-CZBAU,Male,0,No,No,48,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.94999694824219,3629,No
6599-RCLCJ,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55000305175781,5124,Yes
9831-BPFRI,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55000305175781,3474,Yes
5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),20.899999618530273,202,No
9788-YTFGE,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,19.950000762939453,147,No
9277-JOOMO,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,24.600000381469727,86,No
1907-YLNYW,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.69999694824219,579,No
1725-MIMXW,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,19.450000762939453,19,Yes
8947-YRTDV,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.80000305175781,3131,No
3161-ONRWK,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.8499984741211,3928,No
0114-RSRRW,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.950000762939453,187,No
4565-NLZBV,Female,0,Yes,No,71,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),24.649999618530273,1710,No
0031-PVLZI,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.350000381469727,76,Yes
7206-GZCDC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69,Yes
6682-VCIXC,Female,0,Yes,Yes,43,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151,No
4791-QRGMF,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961,Yes
6475-VHUIZ,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221,No
3910-MRQOY,Female,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),19.399999618530273,1496,No
0661-WCQNQ,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292,No
7537-RBWEA,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.149999618530273,25,No
4656-CAURT,Male,0,No,No,69,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),23.950000762939453,1713,No
0121-SNYRK,Male,0,No,No,50,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.400001525878906,1748,No
1768-ZAIFU,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.200000762939453,25,Yes
4671-LXRDQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96,Yes
3733-LSYCE,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.3499984741211,1114,No
6265-FRMTQ,Male,0,No,No,31,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),20.399999618530273,609,No
1934-SJVJK,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.149999618530273,20,Yes
3838-OZURD,Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133,Yes
9269-CQOOL,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.70000076293945,169,Yes
2017-CCBLH,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,20.0,141,No
7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05000305175781,4688,No
0536-BGFMZ,Female,0,Yes,No,28,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.5,563,No
2293-IJWPS,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985,No
2845-HSJCY,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258,Yes
5469-NUJUR,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Mailed check,19.950000762939453,373,No
1184-PJVDB,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,857,Yes
2625-TRCZQ,Female,0,Yes,No,51,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.650001525878906,2553,No
4102-HLENU,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.6500015258789,4322,No
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,20.450000762939453,250,No
7722-VJRQD,Male,0,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95000076293945,4549,No
7073-QETQY,Male,0,Yes,Yes,66,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Electronic check,20.350000381469727,1359,No
9415-DPEWS,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.3499984741211,1639,Yes
5624-RYAMH,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,19.5,178,No
0196-JTUQI,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.19999694824219,633,No
7130-YXBRO,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.44999694824219,5315,No
9272-LSVYH,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.1500015258789,735,No
7943-RQCHR,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889,Yes
3793-MMFUH,Female,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05000305175781,1290,Yes
3249-ZPQRG,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.44999694824219,330,Yes
2568-BRGYX,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.19999694824219,237,Yes
3084-DOWLE,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474,No
1084-MNSMJ,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421,No
7721-JXEAW,Male,0,Yes,No,59,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.04999923706055,2452,Yes
7249-WBIYX,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.5999984741211,813,Yes
4238-HFHSN,Male,1,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.1500015258789,4904,No
6250-CGGUN,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4000015258789,4484,No
5478-JJVZK,Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.900001525878906,2033,No
7596-IIWYC,Female,0,No,No,27,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.25,538,No
6567-HOOPW,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.19999694824219,79,Yes
9793-WECQC,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.30000305175781,2192,No
4291-HPAXL,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,19.850000381469727,19,No
8999-YPYBV,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.3499984741211,3858,No
1839-FBNFR,Female,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),19.850000381469727,854,No
3164-AALRN,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347,Yes
3071-MVJCD,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.30000305175781,5815,No
1697-BCSHV,Female,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.80000305175781,3970,No
0562-KBDVM,Female,0,No,No,70,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.599998474121094,3058,No
1131-SUEKT,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.44999694824219,6145,No
3717-OEAUQ,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.69999694824219,129,No
4538-WNTMJ,Female,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Mailed check,24.950000762939453,1165,No
3334-CTHOL,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95000076293945,49,Yes
4704-ERYFC,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554,Yes
9432-RUVSL,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904,No
8060-HIWJJ,Male,0,No,No,64,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55000305175781,5632,No
7684-XSZIY,Male,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),24.299999237060547,1643,No
9089-UOWJG,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.349998474121094,740,No
8621-MNIHH,Female,1,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217,Yes
8039-ACLPL,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888,No
9885-AIBVB,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.80000305175781,2440,No
1934-MKPXS,Male,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),20.100000381469727,620,No
2592-YKDIF,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.350000381469727,20,No
2272-JKMSI,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.80000305175781,6840,No
0471-LVHGK,Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001,Yes
9518-RWHZL,Female,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05000305175781,6254,Yes
8714-CTZJW,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.8499984741211,319,No
3569-EDBPQ,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.3499984741211,1938,No
3131-NWVFJ,Female,0,Yes,Yes,14,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Mailed check,19.549999237060547,294,No
7521-YXVZY,Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,19.950000762939453,58,No
5419-CONWX,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.80000305175781,442,Yes
6240-EURKS,Female,0,No,Yes,18,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553,Yes
2373-NTKOD,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546,No
1970-KKFWL,Female,0,No,No,35,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),23.299999237060547,797,No
6960-HVYXR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76,Yes
9337-SRRNI,Male,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),25.299999237060547,1673,No
0895-UADGO,Male,0,No,Yes,8,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.54999923706055,343,No
5678-VFNEQ,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.0999984741211,7412,No
5977-CKHON,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55000305175781,4039,No
7024-OHCCK,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.8499984741211,170,Yes
2692-BUCFV,Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.44999694824219,2948,No
7861-UVUFT,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.30000305175781,1308,Yes
1830-GGFNM,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55000305175781,6078,No
5302-BDJNT,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418,No
5223-UZAVK,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.30000305175781,6603,No
4859-ZSRDZ,Female,0,Yes,Yes,58,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166,No
5651-WYIPH,Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.849998474121094,865,No
9350-VLHMB,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55000305175781,6373,No
3498-LZGQZ,Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Mailed check,19.149999618530273,1177,No
8785-CJSHH,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.80000305175781,5985,No
5357-TZHPP,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4000015258789,732,Yes
3870-SPZSI,Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05000305175781,7869,No
0680-DFNNY,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0999984741211,1504,Yes
7560-QRBXH,Female,0,No,Yes,48,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Mailed check,19.950000762939453,936,No
7077-XJMET,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.1500015258789,741,No
8752-GHJFU,Male,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585,No
6896-SRVYQ,Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.8499984741211,3122,No
7767-UXAGJ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45000076293945,50,Yes
4652-ODEVH,Male,0,Yes,Yes,45,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,24.450000762939453,1088,No
6510-UPNKS,Female,0,No,No,23,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),24.799999237060547,615,No
6718-BDGHG,Female,0,Yes,No,43,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.8499984741211,2908,No
9046-DQMTP,Male,0,No,No,35,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739,No
6439-LAJXL,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.94999694824219,593,No
1571-SAVHK,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.94999694824219,1132,Yes
9052-VKDUW,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4000015258789,7227,No
9546-CQJSU,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4000015258789,193,Yes
1666-JZPZT,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291,No
5777-KJIRB,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023,No
0506-LVNGN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55000305175781,349,Yes
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),19.899999618530273,153,No
2480-EJWYP,Female,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.80000305175781,5458,No
3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.30000305175781,5244,No
7055-HNEOJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.79999923706055,154,No
5514-YQENT,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.1500015258789,4507,No
3211-AAPKX,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55000305175781,2031,No
